PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
188,1,0.0,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",1,0.5601910027645137,0.0,0.0,111428,0.051822148727810165,B96 B98,0.6666666666666666
189,0,1.0,"Bourke, Mr. John",1,0.49736114601658704,0.125,0.16666666666666666,364849,0.030253985132996517,B96 B98,0.3333333333333333
190,0,1.0,"Turcin, Mr. Stjepan",1,0.4470972606182458,0.0,0.0,349247,0.015411575213749286,B96 B98,0.6666666666666666
191,1,0.5,"Pinsky, Mrs. (Rosa)",0,0.39683337521990447,0.0,0.0,234604,0.025374310111545468,B96 B98,0.6666666666666666
192,0,0.5,"Carbines, Mr. William",1,0.2334757476752953,0.0,0.0,28424,0.025374310111545468,B96 B98,0.6666666666666666
193,1,1.0,"Andersen-Jensen, Miss. Carla Christine Nielsine",0,0.2334757476752953,0.125,0.0,350046,0.015330377421392339,B96 B98,0.6666666666666666
194,1,0.5,"Navratil, Master. Michel M",1,0.032420206081930136,0.125,0.16666666666666666,230080,0.050748620223090936,F2,0.6666666666666666
195,1,0.0,"Brown, Mrs. James Joseph (Margaret Tobin)",0,0.5476250314149284,0.0,0.0,PC 17610,0.05410739813385612,B4,0.0
196,1,0.0,"Lurette, Miss. Elise",0,0.723548630309123,0.0,0.0,PC 17569,0.2859895551532101,B80,0.0
197,0,1.0,"Mernagh, Mr. Robert",1,0.3679205534940792,0.0,0.0,368703,0.015126992566498259,B96 B98,0.3333333333333333
198,0,1.0,"Olsen, Mr. Karl Siegwart Andreas",1,0.5224930887157577,0.0,0.16666666666666666,4579,0.01640390592611157,B96 B98,0.6666666666666666
199,1,1.0,"Madigan, Miss. Margaret ""Maggie""",0,0.3679205534940792,0.0,0.0,370370,0.015126992566498259,B96 B98,0.3333333333333333
200,0,0.5,"Yrois, Miss. Henriette (""Mrs Harbeck"")",0,0.2963056044232219,0.0,0.0,248747,0.025374310111545468,B96 B98,0.6666666666666666
201,0,1.0,"Vande Walle, Mr. Nestor Cyriel",1,0.34656948982156316,0.0,0.0,345770,0.018542765081513996,B96 B98,0.6666666666666666
202,0,1.0,"Sage, Mr. Frederick",1,0.3679205534940792,1.0,0.3333333333333333,CA. 2343,0.13575255909676825,B96 B98,0.6666666666666666
203,0,1.0,"Johanson, Mr. Jakob Alfred",1,0.4219653179190751,0.0,0.0,3101264,0.012678957201736696,B96 B98,0.6666666666666666
204,0,1.0,"Youseff, Mr. Gerious",1,0.5664739884393064,0.0,0.0,2628,0.014102260811993537,B96 B98,0.0
205,1,1.0,"Cohen, Mr. Gurshon ""Gus""",1,0.22090977632571,0.0,0.0,A/5 3540,0.015712553569072387,B96 B98,0.6666666666666666
206,0,1.0,"Strom, Miss. Telma Matilda",0,0.01985423473234481,0.0,0.16666666666666666,347054,0.02042143996477265,G6,0.6666666666666666
207,0,1.0,"Backstrom, Mr. Karl Alfred",1,0.39683337521990447,0.125,0.0,3101278,0.030937139635999665,B96 B98,0.6666666666666666
208,1,1.0,"Albimona, Mr. Nassef Cassem",1,0.32143754712239253,0.0,0.0,2699,0.036670757786204655,B96 B98,0.0
209,1,1.0,"Carr, Miss. Helen ""Ellen""",0,0.19577783362653933,0.0,0.0,367231,0.015126992566498259,B96 B98,0.3333333333333333
210,1,0.0,"Blank, Mr. Henry",1,0.49736114601658704,0.0,0.0,112277,0.060507970265993034,A31,0.0
211,0,1.0,"Ali, Mr. Ahmed",1,0.2963056044232219,0.0,0.0,SOTON/O.Q. 3101311,0.013760683560491965,B96 B98,0.6666666666666666
212,1,0.5,"Cameron, Miss. Clear Annie",0,0.4345312892686604,0.0,0.0,F.C.C. 13528,0.04098927018018883,B96 B98,0.6666666666666666
213,0,1.0,"Perkin, Mr. John Henry",1,0.2711736617240512,0.0,0.0,A/5 21174,0.014151057562208049,B96 B98,0.6666666666666666
214,0,0.5,"Givard, Mr. Hans Kristensen",1,0.37170143252073384,0.0,0.0,250646,0.025374310111545468,B96 B98,0.6666666666666666
215,0,1.0,"Kiernan, Mr. Philip",1,0.3679205534940792,0.125,0.0,367229,0.015126992566498259,B96 B98,0.3333333333333333
216,1,0.0,"Newell, Miss. Madeleine",0,0.38426740387031916,0.125,0.0,35273,0.22109807522194713,D36,0.0
217,1,1.0,"Honkanen, Miss. Eliina",0,0.33400351847197784,0.0,0.0,STON/O2. 3101283,0.015468569817999833,B96 B98,0.6666666666666666
218,0,0.5,"Jacobsohn, Mr. Sidney Samuel",1,0.5224930887157577,0.125,0.0,243847,0.05270049023167135,B96 B98,0.6666666666666666
219,1,0.0,"Bazzani, Miss. Albina",0,0.39683337521990447,0.0,0.0,11813,0.14891148113361488,D15,0.0
220,0,0.5,"Harris, Mr. Walter",1,0.37170143252073384,0.0,0.0,W/C 14208,0.020494635090094415,B96 B98,0.6666666666666666
221,1,1.0,"Sunderland, Mr. Victor Francis",1,0.19577783362653933,0.0,0.0,SOTON/OQ 392089,0.015712553569072387,B96 B98,0.6666666666666666
222,0,0.5,"Bracken, Mr. James H",1,0.33400351847197784,0.0,0.0,220367,0.025374310111545468,B96 B98,0.6666666666666666
223,0,1.0,"Green, Mr. George Henry",1,0.6355868308620256,0.0,0.0,21440,0.015712553569072387,B96 B98,0.6666666666666666
224,0,1.0,"Nenkoff, Mr. Christo",1,0.3679205534940792,0.0,0.0,349234,0.015411575213749286,B96 B98,0.6666666666666666
225,1,0.0,"Hoyt, Mr. Frederick Maxfield",1,0.4722292033174164,0.125,0.0,19943,0.17566830077223786,C93,0.6666666666666666
226,0,1.0,"Berglund, Mr. Karl Ivar Sven",1,0.2711736617240512,0.0,0.0,PP 4348,0.018249984580226933,B96 B98,0.6666666666666666
227,1,0.5,"Mellors, Mr. William John",1,0.2334757476752953,0.0,0.0,SW/PP 751,0.020494635090094415,B96 B98,0.6666666666666666
228,0,1.0,"Lovell, Mr. John Hall (""Henry"")",1,0.2523247046996733,0.0,0.0,A/5 21173,0.014151057562208049,B96 B98,0.6666666666666666
229,0,0.5,"Fahlstrom, Mr. Arne Jonas",1,0.22090977632571,0.0,0.0,236171,0.025374310111545468,B96 B98,0.6666666666666666
230,0,1.0,"Lefebre, Miss. Mathilde",0,0.3679205534940792,0.375,0.16666666666666666,4133,0.049707687947515,B96 B98,0.6666666666666666
231,1,0.0,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",0,0.4345312892686604,0.125,0.0,36973,0.16293234896625058,C83,0.6666666666666666
232,0,1.0,"Larsson, Mr. Bengt Edvin",1,0.35913546117114853,0.0,0.0,347067,0.015175789316712771,B96 B98,0.6666666666666666
233,0,0.5,"Sjostedt, Mr. Ernst Adolf",1,0.7361146016587082,0.0,0.0,237442,0.026350245115835676,B96 B98,0.6666666666666666
234,1,1.0,"Asplund, Miss. Lillian Gertrud",0,0.05755214878110078,0.5,0.3333333333333333,347077,0.06126431989431795,B96 B98,0.6666666666666666
235,0,0.5,"Leyson, Mr. Robert William Norman",1,0.2963056044232219,0.0,0.0,C.A. 29566,0.020494635090094415,B96 B98,0.6666666666666666
236,0,1.0,"Harknett, Miss. Alice Phoebe",0,0.3679205534940792,0.0,0.0,W./C. 6609,0.014736618564782174,B96 B98,0.6666666666666666
237,0,0.5,"Hold, Mr. Stephen",1,0.5476250314149284,0.125,0.0,26707,0.050748620223090936,B96 B98,0.6666666666666666
238,1,0.5,"Collyer, Miss. Marjorie ""Lottie""",0,0.09525006282985675,0.0,0.3333333333333333,C.A. 31921,0.05123658772523604,B96 B98,0.6666666666666666
239,0,0.5,"Pengelly, Mr. Frederick William",1,0.2334757476752953,0.0,0.0,28665,0.020494635090094415,B96 B98,0.6666666666666666
240,0,0.5,"Hunt, Mr. George Henry",1,0.4093993465694898,0.0,0.0,SCO/W 1585,0.023959204355324663,B96 B98,0.6666666666666666
241,0,1.0,"Zabour, Miss. Thamine",0,0.3679205534940792,0.125,0.0,2665,0.028212719478023115,B96 B98,0.0
242,1,1.0,"Murphy, Miss. Katherine ""Kate""",0,0.3679205534940792,0.125,0.0,367230,0.030253985132996517,B96 B98,0.3333333333333333
243,0,0.5,"Coleridge, Mr. Reginald Charles",1,0.35913546117114853,0.0,0.0,W./C. 14263,0.020494635090094415,B96 B98,0.6666666666666666
244,0,1.0,"Maenpaa, Mr. Matti Alexanteri",1,0.2711736617240512,0.0,0.0,STON/O 2. 3101275,0.013907073811135496,B96 B98,0.6666666666666666
245,0,1.0,"Attalah, Mr. Sleiman",1,0.37170143252073384,0.0,0.0,2694,0.014102260811993537,B96 B98,0.0
246,0,0.0,"Minahan, Dr. William Edward",1,0.5476250314149284,0.25,0.0,19928,0.17566830077223786,C78,0.3333333333333333
247,0,1.0,"Lindahl, Miss. Agda Thorilda Viktoria",0,0.3088715757728072,0.0,0.0,347071,0.015175789316712771,B96 B98,0.6666666666666666
248,1,0.5,"Hamalainen, Mrs. William (Anna)",0,0.2963056044232219,0.0,0.3333333333333333,250649,0.028302115124416098,B96 B98,0.6666666666666666
249,1,0.0,"Beckwith, Mr. Richard Leonard",1,0.4596632319678311,0.125,0.16666666666666666,11751,0.10257896680493714,D35,0.6666666666666666
250,0,0.5,"Carter, Rev. Ernest Courtenay",1,0.6732847449107816,0.125,0.0,244252,0.050748620223090936,B96 B98,0.6666666666666666
251,0,1.0,"Reed, Mr. James George",1,0.3679205534940792,0.0,0.0,362316,0.014151057562208049,B96 B98,0.6666666666666666
252,0,1.0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",0,0.35913546117114853,0.125,0.16666666666666666,347054,0.02042143996477265,G6,0.6666666666666666
253,0,0.0,"Stead, Mr. William Thomas",1,0.7738125157074642,0.0,0.0,113514,0.051822148727810165,C87,0.6666666666666666
254,0,1.0,"Lobb, Mr. William Arthur",1,0.37170143252073384,0.125,0.0,A/5. 3336,0.031425107138144774,B96 B98,0.6666666666666666
255,0,1.0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",0,0.5099271173661725,0.0,0.3333333333333333,370129,0.039452172548431745,B96 B98,0.6666666666666666
256,1,1.0,"Touma, Mrs. Darwis (Hanne Youssef Razi)",0,0.35913546117114853,0.0,0.3333333333333333,2650,0.029757819776815374,B96 B98,0.0
257,1,0.0,"Thorne, Mrs. Gertrude Maybelle",0,0.3679205534940792,0.0,0.0,PC 17585,0.15458810467956932,B96 B98,0.0
258,1,0.0,"Cherry, Miss. Gladys",0,0.37170143252073384,0.0,0.0,110152,0.16883675574220638,B77,0.6666666666666666
259,1,0.0,"Ward, Miss. Anna",0,0.4345312892686604,0.0,0.0,PC 17755,1.0,B96 B98,0.0
260,1,0.5,"Parrish, Mrs. (Lutie Davis)",0,0.6230208595124404,0.0,0.16666666666666666,230433,0.050748620223090936,B96 B98,0.6666666666666666
261,0,1.0,"Smith, Mr. Thomas",1,0.3679205534940792,0.0,0.0,384461,0.015126992566498259,B96 B98,0.3333333333333333
262,1,1.0,"Asplund, Master. Edvin Rojj Felix",1,0.032420206081930136,0.5,0.3333333333333333,347077,0.06126431989431795,B96 B98,0.6666666666666666
263,0,0.0,"Taussig, Mr. Emil",1,0.648152802211611,0.125,0.16666666666666666,110413,0.1554664461834305,E67,0.6666666666666666
264,0,0.0,"Harrison, Mr. William",1,0.49736114601658704,0.0,0.0,112059,0.0,B94,0.6666666666666666
265,0,1.0,"Henry, Miss. Delia",0,0.3679205534940792,0.0,0.0,382649,0.015126992566498259,B96 B98,0.3333333333333333
266,0,0.5,"Reeves, Mr. David",1,0.4470972606182458,0.0,0.0,C.A. 17248,0.020494635090094415,B96 B98,0.6666666666666666
267,0,1.0,"Panula, Mr. Ernesti Arvid",1,0.19577783362653933,0.5,0.16666666666666666,3101295,0.07746484096553544,B96 B98,0.6666666666666666
268,1,1.0,"Persson, Mr. Ernst Ulrik",1,0.3088715757728072,0.125,0.0,347083,0.015175789316712771,B96 B98,0.6666666666666666
269,1,0.0,"Graham, Mrs. William Thompson (Edith Junkins)",0,0.723548630309123,0.0,0.16666666666666666,PC 17582,0.2995388511917728,C125,0.6666666666666666
270,1,0.0,"Bissette, Miss. Amelia",0,0.4345312892686604,0.0,0.0,PC 17760,0.2647385704347907,C99,0.6666666666666666
271,0,0.0,"Cairns, Mr. Alexander",1,0.3679205534940792,0.0,0.0,113798,0.060507970265993034,B96 B98,0.6666666666666666
272,1,1.0,"Tornquist, Mr. William Henry",1,0.3088715757728072,0.0,0.0,LINE,0.0,B96 B98,0.6666666666666666
273,1,0.5,"Mellinger, Mrs. (Elizabeth Anne Maidment)",0,0.5099271173661725,0.0,0.16666666666666666,250644,0.038061465167318204,B96 B98,0.6666666666666666
274,0,0.0,"Natsch, Mr. Charles H",1,0.4596632319678311,0.0,0.16666666666666666,PC 17596,0.057970539254838485,C118,0.0
275,1,1.0,"Healy, Miss. Hanora ""Nora""",0,0.3679205534940792,0.0,0.0,370375,0.015126992566498259,B96 B98,0.3333333333333333
276,1,0.0,"Andrews, Miss. Kornelia Theodosia",0,0.7863784870570495,0.125,0.0,13502,0.15216446768991498,D7,0.6666666666666666
277,0,1.0,"Lindblom, Miss. Augusta Charlotta",0,0.5601910027645137,0.0,0.0,347073,0.015126992566498259,B96 B98,0.6666666666666666
278,0,0.5,"Parkes, Mr. Francis ""Frank""",1,0.3679205534940792,0.0,0.0,239853,0.0,B96 B98,0.6666666666666666
279,0,1.0,"Rice, Master. Eric",1,0.08268409148027142,0.5,0.16666666666666666,382652,0.05684821399990475,B96 B98,0.3333333333333333
280,1,1.0,"Abbott, Mrs. Stanton (Rosa Hunt)",0,0.4345312892686604,0.125,0.16666666666666666,C.A. 2673,0.03952536767375352,B96 B98,0.6666666666666666
281,0,1.0,"Duane, Mr. Frank",1,0.8115104297562202,0.0,0.0,336439,0.015126992566498259,B96 B98,0.3333333333333333
282,0,1.0,"Olsson, Mr. Nils Johan Goransson",1,0.34656948982156316,0.0,0.0,347464,0.015330377421392339,B96 B98,0.6666666666666666
283,0,1.0,"de Pelsmaeker, Mr. Alfons",1,0.19577783362653933,0.0,0.0,345778,0.018542765081513996,B96 B98,0.6666666666666666
284,1,1.0,"Dorking, Mr. Edward Arthur",1,0.2334757476752953,0.0,0.0,A/5. 10482,0.015712553569072387,B96 B98,0.6666666666666666
285,0,0.0,"Smith, Mr. Richard William",1,0.3679205534940792,0.0,0.0,113056,0.050748620223090936,A19,0.6666666666666666
286,0,1.0,"Stankovic, Mr. Ivan",1,0.4093993465694898,0.0,0.0,349239,0.016908073949327893,B96 B98,0.0
287,1,1.0,"de Mulder, Mr. Theodore",1,0.37170143252073384,0.0,0.0,345774,0.018542765081513996,B96 B98,0.6666666666666666
288,0,1.0,"Naidenoff, Mr. Penko",1,0.2711736617240512,0.0,0.0,349206,0.015411575213749286,B96 B98,0.6666666666666666
289,1,0.5,"Hosono, Mr. Masabumi",1,0.5224930887157577,0.0,0.0,237798,0.025374310111545468,B96 B98,0.6666666666666666
290,1,1.0,"Connolly, Miss. Kate",0,0.2711736617240512,0.0,0.0,370373,0.015126992566498259,B96 B98,0.3333333333333333
291,1,0.0,"Barber, Miss. Ellen ""Nellie""",0,0.32143754712239253,0.0,0.0,19877,0.15390495017656614,B96 B98,0.6666666666666666
292,1,0.0,"Bishop, Mrs. Dickinson H (Helen Walton)",0,0.2334757476752953,0.125,0.0,11967,0.17777475888549785,B49,0.0
293,0,0.5,"Levy, Mr. Rene Jacques",1,0.4470972606182458,0.0,0.0,SC/Paris 2163,0.025130326360472913,D,0.0
294,0,1.0,"Haas, Miss. Aloisia",0,0.2963056044232219,0.0,0.0,349236,0.01727404957593672,B96 B98,0.6666666666666666
295,0,1.0,"Mineff, Mr. Ivan",1,0.2963056044232219,0.0,0.0,349233,0.015411575213749286,B96 B98,0.6666666666666666
296,0,0.0,"Lewy, Mr. Ervin G",1,0.3679205534940792,0.0,0.0,PC 17612,0.05410739813385612,B96 B98,0.0
297,0,1.0,"Hanna, Mr. Mansour",1,0.2900226187484292,0.0,0.0,2693,0.014110458666029575,B96 B98,0.0
298,0,0.0,"Allison, Miss. Helen Loraine",0,0.01985423473234481,0.125,0.3333333333333333,113781,0.29580589980036276,C22 C26,0.6666666666666666
299,1,0.0,"Saalfeld, Mr. Adolphe",1,0.3679205534940792,0.0,0.0,19988,0.05953203526170282,C106,0.6666666666666666
300,1,0.0,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",0,0.6230208595124404,0.0,0.16666666666666666,PC 17558,0.4831284260198326,B58 B60,0.0
301,1,1.0,"Kelly, Miss. Anna Katherine ""Annie Kate""",0,0.3679205534940792,0.0,0.0,9234,0.015126992566498259,B96 B98,0.3333333333333333
302,1,1.0,"McCoy, Mr. Bernard",1,0.3679205534940792,0.25,0.0,367226,0.04538097769949478,B96 B98,0.3333333333333333
303,0,1.0,"Johnson, Mr. William Cahoone Jr",1,0.2334757476752953,0.0,0.0,LINE,0.0,B96 B98,0.6666666666666666
304,1,0.5,"Keane, Miss. Nora A",0,0.3679205534940792,0.0,0.0,226593,0.024105594605968193,E101,0.3333333333333333
305,0,1.0,"Williams, Mr. Howard Hugh ""Harry""",1,0.3679205534940792,0.0,0.0,A/5 2466,0.015712553569072387,B96 B98,0.6666666666666666
306,1,0.0,"Allison, Master. Hudson Trevor",1,0.006282985674792663,0.125,0.3333333333333333,113781,0.29580589980036276,C22 C26,0.6666666666666666
307,1,0.0,"Fleming, Miss. Margaret",0,0.3679205534940792,0.0,0.0,17421,0.21642978772242535,B96 B98,0.0
308,1,0.0,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",0,0.20834380497612465,0.125,0.0,PC 17758,0.2125586439344078,C65,0.0
309,0,0.5,"Abelson, Mr. Samuel",1,0.37170143252073384,0.125,0.0,P/PP 3381,0.04684488020593009,B96 B98,0.0
310,1,0.0,"Francatelli, Miss. Laura Mabel",0,0.37170143252073384,0.0,0.0,PC 17485,0.11111839809247648,E36,0.0
311,1,0.0,"Hays, Miss. Margaret Bechstein",0,0.2963056044232219,0.0,0.0,11767,0.16231419173453318,C54,0.0
312,1,0.0,"Ryerson, Miss. Emily Borie",0,0.22090977632571,0.25,0.3333333333333333,PC 17608,0.5121218935012878,B57 B59 B63 B66,0.0
313,0,0.5,"Lahtinen, Mrs. William (Anna Sylfven)",0,0.32143754712239253,0.125,0.16666666666666666,250651,0.050748620223090936,B96 B98,0.6666666666666666
314,0,1.0,"Hendekovic, Mr. Ignjac",1,0.34656948982156316,0.0,0.0,349243,0.015411575213749286,B96 B98,0.6666666666666666
315,0,0.5,"Hart, Mr. Benjamin",1,0.5350590600653431,0.125,0.16666666666666666,F.C.C. 13529,0.05123658772523604,B96 B98,0.6666666666666666
316,1,1.0,"Nilsson, Miss. Helmina Josefina",0,0.32143754712239253,0.0,0.0,347470,0.015330377421392339,B96 B98,0.6666666666666666
317,1,0.5,"Kantor, Mrs. Sinai (Miriam Sternin)",0,0.2963056044232219,0.125,0.0,244367,0.050748620223090936,B96 B98,0.6666666666666666
318,0,0.5,"Moraweck, Dr. Ernest",1,0.6732847449107816,0.0,0.0,29011,0.027326180120125887,B96 B98,0.6666666666666666
319,1,0.0,"Wick, Miss. Mary Natalie",0,0.38426740387031916,0.0,0.3333333333333333,36928,0.32179836714362564,C7,0.6666666666666666
320,1,0.0,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",0,0.49736114601658704,0.125,0.16666666666666666,16966,0.2625265161540666,E34,0.0
321,0,1.0,"Dennis, Mr. Samuel",1,0.2711736617240512,0.0,0.0,A/5 21172,0.014151057562208049,B96 B98,0.6666666666666666
322,0,1.0,"Danoff, Mr. Yoto",1,0.33400351847197784,0.0,0.0,349219,0.015411575213749286,B96 B98,0.6666666666666666
323,1,0.5,"Slayter, Miss. Hilda Mary",0,0.37170143252073384,0.0,0.0,234818,0.024105594605968193,B96 B98,0.3333333333333333
324,1,0.5,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",0,0.2711736617240512,0.125,0.16666666666666666,248738,0.056604230248832196,B96 B98,0.6666666666666666
325,0,1.0,"Sage, Mr. George John Jr",1,0.3679205534940792,1.0,0.3333333333333333,CA. 2343,0.13575255909676825,B96 B98,0.6666666666666666
326,1,0.0,"Young, Miss. Marie Grice",0,0.4470972606182458,0.0,0.0,PC 17760,0.2647385704347907,C32,0.0
327,0,1.0,"Nysveen, Mr. Johan Hansen",1,0.7612465443578789,0.0,0.0,345364,0.012174789178520372,B96 B98,0.6666666666666666
328,1,0.5,"Ball, Mrs. (Ada E Hall)",0,0.4470972606182458,0.0,0.0,28551,0.025374310111545468,D,0.6666666666666666
329,1,1.0,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",0,0.38426740387031916,0.125,0.16666666666666666,363291,0.04006213192611313,B96 B98,0.6666666666666666
330,1,0.0,"Hippach, Miss. Jean Gertrude",0,0.19577783362653933,0.0,0.16666666666666666,111361,0.11316786160148591,B18,0.0
331,1,1.0,"McCoy, Miss. Agnes",0,0.3679205534940792,0.25,0.0,367226,0.04538097769949478,B96 B98,0.3333333333333333
332,0,0.0,"Partner, Mr. Austen",1,0.5664739884393064,0.0,0.0,113043,0.055628295244541985,C124,0.6666666666666666
333,0,0.0,"Graham, Mr. George Edward",1,0.4722292033174164,0.0,0.16666666666666666,PC 17582,0.2995388511917728,C91,0.6666666666666666
334,0,1.0,"Vander Planke, Mr. Leo Edmondus",1,0.19577783362653933,0.25,0.0,345764,0.03513366015444757,B96 B98,0.6666666666666666
335,1,0.0,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",0,0.3679205534940792,0.125,0.0,PC 17611,0.2608674266467732,B96 B98,0.6666666666666666
336,0,1.0,"Denkoff, Mr. Mitto",1,0.3679205534940792,0.0,0.0,349225,0.015411575213749286,B96 B98,0.6666666666666666
337,0,0.0,"Pears, Mr. Thomas Clinton",1,0.35913546117114853,0.125,0.0,113776,0.12999454257145598,C2,0.6666666666666666
338,1,0.0,"Burns, Miss. Elizabeth Margaret",0,0.5099271173661725,0.0,0.0,16966,0.2625265161540666,E40,0.0
339,1,1.0,"Dahl, Mr. Karl Edwart",1,0.5601910027645137,0.0,0.0,7598,0.015712553569072387,B96 B98,0.6666666666666666
340,0,0.0,"Blackwell, Mr. Stephen Weart",1,0.5601910027645137,0.0,0.0,113784,0.06929138530460494,T,0.6666666666666666
341,1,0.5,"Navratil, Master. Edmond Roger",1,0.01985423473234481,0.125,0.16666666666666666,230080,0.050748620223090936,F2,0.6666666666666666
342,1,0.0,"Fortune, Miss. Alice Elizabeth",0,0.2963056044232219,0.375,0.3333333333333333,19950,0.5133418122566507,C23 C25 C27,0.6666666666666666
343,0,0.5,"Collander, Mr. Erik Gustaf",1,0.34656948982156316,0.0,0.0,248740,0.025374310111545468,B96 B98,0.6666666666666666
344,0,0.5,"Sedgwick, Mr. Charles Frederick Waddington",1,0.3088715757728072,0.0,0.0,244361,0.025374310111545468,B96 B98,0.6666666666666666
345,0,0.5,"Fox, Mr. Stanley Hubert",1,0.4470972606182458,0.0,0.0,229236,0.025374310111545468,B96 B98,0.6666666666666666
346,1,0.5,"Brown, Miss. Amelia ""Mildred""",0,0.2963056044232219,0.0,0.0,248733,0.025374310111545468,F33,0.6666666666666666
347,1,0.5,"Smith, Miss. Marion Elsie",0,0.49736114601658704,0.0,0.0,31418,0.025374310111545468,B96 B98,0.6666666666666666
348,1,1.0,"Davison, Mrs. Thomas Henry (Mary E Finck)",0,0.3679205534940792,0.125,0.0,386525,0.031425107138144774,B96 B98,0.6666666666666666
349,1,1.0,"Coutts, Master. William Loch ""William""",1,0.032420206081930136,0.125,0.16666666666666666,C.A. 37671,0.031034733136428686,B96 B98,0.6666666666666666
350,0,1.0,"Dimic, Mr. Jovan",1,0.5224930887157577,0.0,0.0,315088,0.016908073949327893,B96 B98,0.6666666666666666
351,0,1.0,"Odahl, Mr. Nils Martin",1,0.2837396330736366,0.0,0.0,7267,0.01800600082915438,B96 B98,0.6666666666666666
352,0,0.0,"Williams-Lambert, Mr. Fletcher Fellows",1,0.3679205534940792,0.0,0.0,113510,0.06831545030031472,C128,0.6666666666666666
353,0,1.0,"Elias, Mr. Tannous",1,0.18321186227695402,0.125,0.16666666666666666,2695,0.014110458666029575,B96 B98,0.0
354,0,1.0,"Arnold-Franchi, Mr. Josef",1,0.3088715757728072,0.125,0.0,349237,0.034743286152731485,B96 B98,0.6666666666666666
355,0,1.0,"Yousif, Mr. Wazli",1,0.3679205534940792,0.0,0.0,2647,0.014102260811993537,B96 B98,0.0
356,0,1.0,"Vanden Steen, Mr. Leo Peter",1,0.34656948982156316,0.0,0.0,345783,0.018542765081513996,B96 B98,0.6666666666666666
357,1,0.0,"Bowerman, Miss. Elsie Edith",0,0.2711736617240512,0.0,0.16666666666666666,113505,0.10735285047192313,E33,0.6666666666666666
358,0,0.5,"Funk, Miss. Annie Clemmer",0,0.4722292033174164,0.0,0.0,237671,0.025374310111545468,B96 B98,0.6666666666666666
359,1,1.0,"McGovern, Miss. Mary",0,0.3679205534940792,0.0,0.0,330931,0.01537917417160685,B96 B98,0.3333333333333333
360,1,1.0,"Mockler, Miss. Helen Mary ""Ellie""",0,0.3679205534940792,0.0,0.0,330980,0.01537917417160685,B96 B98,0.3333333333333333
361,0,1.0,"Skoog, Mr. Wilhelm",1,0.49736114601658704,0.125,0.6666666666666666,347088,0.05445717323939373,B96 B98,0.6666666666666666
362,0,0.5,"del Carlo, Mr. Sebastiano",1,0.35913546117114853,0.125,0.0,SC/PARIS 2167,0.05410739813385612,B96 B98,0.0
363,0,1.0,"Barbara, Mrs. (Catherine David)",0,0.5601910027645137,0.0,0.16666666666666666,2691,0.028212719478023115,B96 B98,0.0
364,0,1.0,"Asim, Mr. Adola",1,0.4345312892686604,0.0,0.0,SOTON/O.Q. 3101310,0.013760683560491965,B96 B98,0.6666666666666666
365,0,1.0,"O'Brien, Mr. Thomas",1,0.3679205534940792,0.125,0.0,370365,0.030253985132996517,B96 B98,0.3333333333333333
366,0,1.0,"Adahl, Mr. Mauritz Nils Martin",1,0.37170143252073384,0.0,0.0,C 7076,0.014151057562208049,B96 B98,0.6666666666666666
367,1,0.0,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",0,0.7486805730082936,0.125,0.0,110813,0.14687821814567664,D37,0.0
368,1,1.0,"Moussa, Mrs. (Mantoura Boulos)",0,0.3679205534940792,0.0,0.0,2626,0.014110458666029575,B96 B98,0.0
369,1,1.0,"Jermyn, Miss. Annie",0,0.3679205534940792,0.0,0.0,14313,0.015126992566498259,B96 B98,0.3333333333333333
370,1,0.0,"Aubart, Mme. Leontine Pauline",0,0.2963056044232219,0.0,0.0,PC 17477,0.13526459159462315,B35,0.0
371,1,0.0,"Harder, Mr. George Achilles",1,0.3088715757728072,0.125,0.0,11765,0.1082149914547131,E50,0.0
372,0,1.0,"Wiklund, Mr. Jakob Alfred",1,0.22090977632571,0.125,0.0,3101267,0.012678957201736696,B96 B98,0.6666666666666666
373,0,1.0,"Beavan, Mr. William Thomas",1,0.2334757476752953,0.0,0.0,323951,0.015712553569072387,B96 B98,0.6666666666666666
374,0,0.0,"Ringhini, Mr. Sante",1,0.2711736617240512,0.0,0.0,PC 17760,0.2647385704347907,B96 B98,0.0
375,0,1.0,"Palsson, Miss. Stina Viola",0,0.032420206081930136,0.375,0.16666666666666666,349909,0.04113566043083236,B96 B98,0.6666666666666666
376,1,0.0,"Meyer, Mrs. Edgar Joseph (Leila Saks)",0,0.3679205534940792,0.125,0.0,PC 17604,0.16038672010106003,B96 B98,0.0
377,1,1.0,"Landergren, Miss. Aurora Adelia",0,0.2711736617240512,0.0,0.0,C 7077,0.014151057562208049,B96 B98,0.6666666666666666
